"","QB","posteam","week","air_yards","down","ydstogo","complete_pass","touchdown","interception","yards_gained","wp","epa","cpoe","game_seconds_remaining","half_seconds_remaining","Label","Label2","yd_10_segments"
"2162","R.Wilson","SEA",2,4,2,8,1,0,0,4,0.539445042610168,-0.151293431874365,22.3605632781982,2710,910,"Average Play","Completion","LOS to 10yd"
"2163","R.Wilson","SEA",2,8,3,4,0,0,0,0,0.531580865383148,-1.59112589480355,-61.0797584056854,2700,900,"Bad Play","Incompletion","LOS to 10yd"
"2164","R.Wilson","SEA",2,-2,2,19,1,0,0,5,0.539952278137207,-0.646527151577175,11.6028189659119,2638,838,"Bad Play","Completion","Behind LOS"
"2165","R.Tannehill","TEN",2,47,2,6,1,0,0,51,0.485606253147125,3.62196411099285,71.0509240627289,2530,730,"Good Play","Completion","40yd to 50yd"
"2166","R.Tannehill","TEN",2,15,1,10,1,0,0,15,0.614887535572052,0.778526729438454,48.0249226093292,2487,687,"Good Play","Completion","10yd to 20yd"
"2167","R.Wilson","SEA",2,8,1,10,1,0,0,16,0.419218063354492,1.05627979198471,24.6186792850494,2290,490,"Good Play","Completion","LOS to 10yd"
"2168","R.Wilson","SEA",2,29,2,6,1,1,0,63,0.437307357788086,5.74278273526579,71.0839867591858,2207,407,"Big Time Play","Touchdown","20yd to 30yd"
"2169","R.Tannehill","TEN",2,-2,2,6,1,0,0,15,0.18778283894062,1.3153731796192,13.4153068065643,2075,275,"Good Play","Completion","Behind LOS"
"2170","R.Tannehill","TEN",2,9,1,10,1,0,0,19,0.21997281908989,1.02449710958172,31.9424271583557,2031,231,"Good Play","Completion","LOS to 10yd"
"2171","R.Tannehill","TEN",2,6,3,5,0,0,0,0,0.227707087993622,-1.39408879698584,-30.8869630098343,1875,75,"Bad Play","Incompletion","LOS to 10yd"
"2172","R.Wilson","SEA",2,0,1,10,1,0,0,11,0.815410971641541,0.401065270067193,24.8841345310211,1865,65,"Good Play","Completion","LOS to 10yd"
"2173","R.Wilson","SEA",2,8,1,10,1,0,0,8,0.83785343170166,0.411412057001144,30.0421535968781,1859,59,"Good Play","Completion","LOS to 10yd"
"2174","R.Wilson","SEA",2,3,2,2,1,0,0,12,0.847523331642151,0.803347943350673,22.1363186836243,1856,56,"Good Play","Completion","LOS to 10yd"
"2175","R.Wilson","SEA",2,8,1,10,1,0,0,8,0.850300133228302,0.381622128828894,30.9304535388947,1851,51,"Good Play","Completion","LOS to 10yd"
"2176","R.Wilson","SEA",2,11,1,10,0,0,0,0,0.883386135101318,-0.427080578636378,-36.7567300796509,1829,29,"Average Play","Incompletion","10yd to 20yd"
"2177","R.Tannehill","TEN",2,6,2,7,1,0,0,6,0.086041659116745,0.578131942544132,22.2837269306183,1726,1726,"Good Play","Completion","LOS to 10yd"
"2178","R.Tannehill","TEN",2,15,1,10,1,0,0,15,0.105011008679867,1.09218531753868,41.1262452602386,1651,1651,"Good Play","Completion","10yd to 20yd"
"2179","R.Tannehill","TEN",2,3,2,12,1,0,0,15,0.0880538895726204,2.89724193071015,19.3794250488281,1574,1574,"Good Play","Completion","LOS to 10yd"
"2180","R.Wilson","SEA",2,0,2,2,1,0,0,1,0.853215754032135,-0.395170029718429,25.1118898391724,1502,1502,"Average Play","Completion","LOS to 10yd"
"2181","R.Wilson","SEA",2,5,1,10,1,0,0,14,0.851314604282379,1.05740913376212,19.8046445846558,1439,1439,"Good Play","Completion","LOS to 10yd"
"2182","R.Wilson","SEA",2,10,1,10,1,0,0,10,0.871944308280945,0.698243443621323,38.3634567260742,1406,1406,"Good Play","Completion","10yd to 20yd"
"2183","R.Wilson","SEA",2,11,2,13,1,0,0,11,0.87026309967041,0.628363858442754,36.5448653697968,1323,1323,"Good Play","Completion","10yd to 20yd"
"2184","R.Tannehill","TEN",2,18,2,8,1,0,0,22,0.145498618483543,2.14038605918176,32.4795782566071,1198,1198,"Good Play","Completion","10yd to 20yd"
"2185","R.Tannehill","TEN",2,3,1,10,1,0,0,12,0.187166228890419,0.741875484585762,21.8096256256104,1152,1152,"Good Play","Completion","LOS to 10yd"
"2186","R.Tannehill","TEN",2,11,1,10,0,0,0,0,0.230812683701515,-0.520800630794838,-71.4194118976593,1034,1034,"Average Play","Incompletion","10yd to 20yd"
"2187","R.Tannehill","TEN",2,7,2,10,0,0,0,0,0.207354873418808,-0.848084405763075,-70.5162048339844,1030,1030,"Bad Play","Incompletion","LOS to 10yd"
"2188","R.Tannehill","TEN",2,12,3,10,1,0,0,12,0.186986759305,2.18105212715454,34.1915249824524,1025,1025,"Good Play","Completion","10yd to 20yd"
"2189","R.Tannehill","TEN",2,5,2,10,1,0,0,5,0.215953931212425,-0.0864504541968927,21.6112792491913,944,944,"Average Play","Completion","LOS to 10yd"
"2190","R.Tannehill","TEN",2,-4,3,5,0,0,0,0,0.225240290164948,-1.42155410608008,NA,907,907,"Bad Play","Incompletion","Behind LOS"
"2191","R.Wilson","SEA",2,-3,1,20,1,0,0,1,0.863546848297119,-0.363328352570534,11.5634918212891,871,871,"Average Play","Completion","Behind LOS"
"2192","R.Wilson","SEA",2,5,2,19,1,0,0,7,0.849902033805847,-0.273306469898671,17.6661193370819,835,835,"Average Play","Completion","LOS to 10yd"
"2193","R.Wilson","SEA",2,34,3,12,1,1,0,68,0.86437463760376,7.2368396660313,69.7650462388992,796,796,"Big Time Play","Touchdown","30yd to 40yd"
"2194","R.Tannehill","TEN",2,15,1,10,1,0,0,15,0.0565432906150818,0.882724043214694,29.8305034637451,786,786,"Good Play","Completion","10yd to 20yd"
"2195","R.Wilson","SEA",2,3,2,5,1,0,0,3,0.847210228443146,-0.192326002055779,22.6755499839783,707,707,"Average Play","Completion","LOS to 10yd"
"2196","R.Wilson","SEA",2,25,3,2,0,0,0,0,0.870021224021912,-1.45419375691563,-43.7577486038208,663,663,"Bad Play","Incompletion","20yd to 30yd"
"2197","R.Tannehill","TEN",2,3,1,10,0,0,0,0,0.174992248415947,-0.493016358697787,-78.3119678497314,534,534,"Average Play","Incompletion","LOS to 10yd"
"2198","R.Tannehill","TEN",2,47,1,10,0,0,0,0,0.197993770241737,0.909614642849192,-26.8411964178085,488,488,"Good Play","Incompletion","40yd to 50yd"
"2199","R.Tannehill","TEN",2,14,3,18,1,0,0,16,0.162224948406219,0.851846995879896,46.5817749500275,394,394,"Good Play","Completion","10yd to 20yd"
"2200","R.Tannehill","TEN",2,2,4,2,0,0,0,0,0.168508529663086,-3.19288098055404,-49.706357717514,352,352,"Bad Play","Incompletion","LOS to 10yd"
"2201","R.Wilson","SEA",2,5,2,8,0,0,0,0,0.891228377819061,-0.609601516742259,-75.8251011371613,312,312,"Bad Play","Incompletion","LOS to 10yd"
"2202","R.Wilson","SEA",2,6,3,8,1,0,0,7,0.879826426506042,-0.266943092690781,31.0533165931702,308,308,"Average Play","Completion","LOS to 10yd"
"2203","R.Tannehill","TEN",2,6,1,20,1,0,0,10,0.150249257683754,0.547622026409954,22.2886562347412,248,248,"Good Play","Completion","LOS to 10yd"
"2204","R.Tannehill","TEN",2,-3,2,10,1,0,0,14,0.127848818898201,1.15498245565686,12.1394157409668,220,220,"Good Play","Completion","Behind LOS"
"2205","R.Tannehill","TEN",2,4,1,10,1,0,0,4,0.149500519037247,-0.163857866020408,19.646829366684,188,188,"Average Play","Completion","LOS to 10yd"
"2206","R.Tannehill","TEN",2,3,2,6,1,0,0,9,0.139379903674126,0.856544462149031,21.6176450252533,162,162,"Good Play","Completion","LOS to 10yd"
"2207","R.Tannehill","TEN",2,2,2,7,1,0,0,12,0.190068587660789,1.07089183665812,20.0669527053833,121,121,"Good Play","Completion","LOS to 10yd"
"2208","R.Tannehill","TEN",2,4,1,10,1,0,0,4,0.2501001060009,-0.160130642470904,20.9952294826508,66,66,"Average Play","Completion","LOS to 10yd"
"2209","R.Tannehill","TEN",2,4,2,6,1,0,0,5,0.265307813882828,0.542324003094109,27.2500216960907,42,42,"Good Play","Completion","LOS to 10yd"
"2210","R.Wilson","SEA",2,3,1,10,1,0,0,3,0.642109096050262,0.00943413702771068,21.1129903793335,24,24,"Average Play","Completion","LOS to 10yd"
"2211","R.Wilson","SEA",2,10,2,7,0,0,0,0,0.594696342945099,-0.187293864437379,-46.0378289222717,17,17,"Average Play","Incompletion","10yd to 20yd"
"2212","R.Wilson","SEA",2,0,1,10,1,0,0,27,0.620454370975494,-0.123178305278998,25.6912529468536,2,2,"Average Play","Completion","LOS to 10yd"
"2213","R.Tannehill","TEN",2,6,1,10,1,0,0,6,0.454618860268965,0.131385249085724,20.3371942043304,594,594,"Average Play","Completion","LOS to 10yd"
"2214","R.Tannehill","TEN",2,21,1,15,0,0,0,0,0.504417228046805,-0.503699951572344,-47.2438961267471,518,518,"Average Play","Incompletion","20yd to 30yd"
"2215","R.Tannehill","TEN",2,-2,2,15,0,0,0,0,0.453812122228555,-0.774818184552714,-87.6719117164612,513,513,"Bad Play","Incompletion","Behind LOS"
"2216","R.Tannehill","TEN",2,13,3,15,0,0,0,0,0.379202302545309,-0.810432340716943,-54.4249832630157,510,510,"Bad Play","Incompletion","10yd to 20yd"
"2217","R.Wilson","SEA",2,30,1,10,0,0,0,0,0.411695095710456,-0.446000430267304,-34.8731607198715,499,499,"Average Play","Incompletion","30yd to 40yd"
"2218","R.Wilson","SEA",2,19,2,10,0,0,0,0,0.363005218096077,-0.643762284889817,-55.014556646347,493,493,"Bad Play","Incompletion","10yd to 20yd"
"2219","T.Lawrence","JAX",3,6,2,9,1,0,0,6,0.52802985906601,0.199479055125266,25.0464618206024,3563,1763,"Average Play","Completion","LOS to 10yd"
"2220","T.Lawrence","JAX",3,4,3,3,0,0,0,0,0.542752027511597,-1.7129255621694,-73.7159609794617,3522,1722,"Bad Play","Incompletion","LOS to 10yd"
"2221","K.Murray","ARI",3,4,2,8,1,0,0,7,0.463143348693848,0.497296661138535,22.9765295982361,3473,1673,"Good Play","Completion","LOS to 10yd"
"2222","K.Murray","ARI",3,9,3,1,0,0,0,0,0.472520858049393,-1.62820904469118,-64.7688686847687,3435,1635,"Bad Play","Incompletion","LOS to 10yd"
"2223","T.Lawrence","JAX",3,-1,3,5,1,0,0,0,0.519182741641998,-1.45584279904142,15.5024766921997,3348,1548,"Bad Play","Completion","Behind LOS"
"2224","K.Murray","ARI",3,6,1,10,1,0,0,7,0.529992997646332,0.403701539151371,20.976847410202,3304,1504,"Good Play","Completion","LOS to 10yd"
"2225","K.Murray","ARI",3,1,2,3,1,0,0,5,0.539516091346741,0.372013271553442,20.3351378440857,3285,1485,"Good Play","Completion","LOS to 10yd"
"2226","K.Murray","ARI",3,20,1,10,1,0,0,28,0.547635436058044,1.89082235447131,41.2459194660187,3260,1460,"Good Play","Completion","20yd to 30yd"
"2227","K.Murray","ARI",3,4,2,5,1,0,0,9,0.614860057830811,1.38186692341696,30.0566732883453,3186,1386,"Good Play","Completion","LOS to 10yd"
"2228","T.Lawrence","JAX",3,32,1,10,0,0,0,0,0.325812608003616,-0.586029104888439,-34.4506055116653,3102,1302,"Average Play","Incompletion","30yd to 40yd"
"2229","T.Lawrence","JAX",3,-1,2,10,1,0,0,8,0.308893173933029,0.427948854863644,12.591278553009,3095,1295,"Good Play","Completion","Behind LOS"
"2230","T.Lawrence","JAX",3,14,1,10,1,0,0,14,0.349689275026321,0.825213718228042,28.4009456634521,3021,1221,"Good Play","Completion","10yd to 20yd"
"2231","T.Lawrence","JAX",3,27,3,7,0,0,0,0,0.328354954719543,-1.65029223333113,-28.2308399677277,2919,1119,"Bad Play","Incompletion","20yd to 30yd"
"2232","K.Murray","ARI",3,5,2,8,1,0,0,7,0.674287378787994,0.424697774462402,27.2851943969727,2866,1066,"Good Play","Completion","LOS to 10yd"
"2233","T.Lawrence","JAX",3,10,2,8,1,0,0,11,0.341131389141083,1.27508161775768,35.9442591667175,2727,927,"Good Play","Completion","10yd to 20yd"
"2234","T.Lawrence","JAX",3,13,2,12,1,0,0,20,0.333630084991455,2.20724637270905,37.7005338668823,2661,861,"Good Play","Completion","10yd to 20yd"
"2235","T.Lawrence","JAX",3,10,3,8,0,0,1,0,0.37339973449707,-3.81441214447841,-52.9236197471619,2546,746,"Bad Play","Interception","10yd to 20yd"
"2236","K.Murray","ARI",3,-1,2,6,1,0,0,8,0.707975625991821,0.976488491054624,13.5344386100769,2506,706,"Good Play","Completion","Behind LOS"
"2237","K.Murray","ARI",3,-3,1,20,1,0,0,6,0.700069487094879,-0.220980846323073,10.7767820358276,2440,640,"Average Play","Completion","Behind LOS"
"2238","K.Murray","ARI",3,9,2,14,1,0,0,10,0.701152920722961,0.664415651932359,32.0777118206024,2399,599,"Good Play","Completion","LOS to 10yd"
"2239","K.Murray","ARI",3,13,3,4,0,0,0,0,0.721943557262421,-1.30883422121406,-55.0208687782288,2359,559,"Bad Play","Incompletion","10yd to 20yd"
"2240","T.Lawrence","JAX",3,18,2,6,0,0,0,0,0.300671845674515,-0.678961955476552,-53.8342237472534,2309,509,"Bad Play","Incompletion","10yd to 20yd"
"2241","K.Murray","ARI",3,2,1,10,1,0,0,10,0.759482562541962,0.561372123192996,19.8337972164154,2192,392,"Good Play","Completion","LOS to 10yd"
"2242","K.Murray","ARI",3,-6,3,13,1,0,0,-2,0.744684100151062,-1.22526460373774,13.5450303554535,2044,244,"Bad Play","Completion","Behind LOS"
"2243","T.Lawrence","JAX",3,5,1,10,1,0,0,7,0.301092207431793,0.382874793373048,23.0556547641754,2002,202,"Good Play","Completion","LOS to 10yd"
"2244","T.Lawrence","JAX",3,2,1,10,1,0,0,9,0.318539947271347,0.492131680250168,43.5969293117523,1935,135,"Good Play","Completion","LOS to 10yd"
"2245","T.Lawrence","JAX",3,6,2,16,1,0,0,12,0.308258354663849,0.975715657928959,20.0299859046936,1871,71,"Good Play","Completion","LOS to 10yd"
"2246","T.Lawrence","JAX",3,13,3,4,1,0,0,13,0.353206813335419,1.33554505521897,34.5820069313049,1850,50,"Good Play","Completion","10yd to 20yd"
"2247","T.Lawrence","JAX",3,5,1,10,1,0,0,5,0.378453224897385,0.0641107569972519,24.9580383300781,1844,44,"Average Play","Completion","LOS to 10yd"
"2248","T.Lawrence","JAX",3,12,2,5,1,1,0,12,0.355228215456009,2.66941827148548,61.1602425575256,1828,28,"Good Play","Touchdown","10yd to 20yd"
"2249","K.Murray","ARI",3,5,1,10,1,0,0,12,0.528268337249756,0.478932671445245,23.8758444786072,1810,10,"Good Play","Completion","LOS to 10yd"
"2250","K.Murray","ARI",3,5,1,10,1,0,0,5,0.284357130527496,0.0755570600740612,23.6181199550629,1800,1800,"Average Play","Completion","LOS to 10yd"
"2251","K.Murray","ARI",3,6,2,5,1,0,0,6,0.27687481045723,0.724810906220227,26.0001361370087,1784,1784,"Good Play","Completion","LOS to 10yd"
"2252","K.Murray","ARI",3,43,1,10,0,0,1,0,0.339325040578842,-3.96901120897382,-31.4642637968063,1699,1699,"Bad Play","Interception","40yd to 50yd"
"2253","T.Lawrence","JAX",3,17,2,4,0,0,0,0,0.757008790969849,-0.914503262378275,-56.3301205635071,1665,1665,"Bad Play","Incompletion","10yd to 20yd"
"2254","T.Lawrence","JAX",3,8,3,4,0,0,0,0,0.743172526359558,-1.54027902428061,-60.7294023036957,1658,1658,"Bad Play","Incompletion","LOS to 10yd"
"2255","K.Murray","ARI",3,20,2,6,1,0,0,34,0.267010778188705,2.73589065368287,54.188072681427,1607,1607,"Good Play","Completion","20yd to 30yd"
"2256","K.Murray","ARI",3,8,1,10,1,0,0,8,0.32491672039032,0.465219363337383,31.8025648593903,1584,1584,"Good Play","Completion","LOS to 10yd"
"2257","K.Murray","ARI",3,17,3,2,0,0,0,0,0.369472801685333,-1.37351220462006,-48.0965077877045,1447,1447,"Bad Play","Incompletion","10yd to 20yd"
"2258","K.Murray","ARI",3,3,4,2,1,0,0,3,0.31565934419632,2.21619536413345,25.1256942749023,1442,1442,"Good Play","Completion","LOS to 10yd"
"2259","K.Murray","ARI",3,-3,1,10,0,0,0,0,0.388356387615204,-0.416171994409524,-81.3640236854553,1420,1420,"Average Play","Incompletion","Behind LOS"
"2260","K.Murray","ARI",3,10,2,10,0,0,0,0,0.372564077377319,-0.552429580246098,-54.3101131916046,1415,1415,"Average Play","Incompletion","10yd to 20yd"
"2261","K.Murray","ARI",3,-3,3,10,1,0,0,7,0.345424801111221,-0.698390065910141,13.8693749904633,1411,1411,"Bad Play","Completion","Behind LOS"
"2262","K.Murray","ARI",3,-5,1,10,1,0,0,9,0.159952282905579,0.792625260539353,12.6190602779388,1113,1113,"Good Play","Completion","Behind LOS"
"2263","K.Murray","ARI",3,7,2,1,1,0,0,18,0.162232860922813,0.951113926479593,26.6284346580505,1072,1072,"Good Play","Completion","LOS to 10yd"
"2264","K.Murray","ARI",3,20,1,10,1,0,0,33,0.216468334197998,2.49721934570698,53.4675985574722,1021,1021,"Good Play","Completion","20yd to 30yd"
"2265","T.Lawrence","JAX",3,4,2,6,0,1,1,0,0.693151652812958,-7.85168196400627,-75.7690072059631,935,935,"Big Time Mistake","Interception","LOS to 10yd"
"2266","T.Lawrence","JAX",3,-2,2,6,0,0,0,0,0.321013540029526,-0.776811815798283,NA,900,900,"Bad Play","Incompletion","Behind LOS"
"2267","K.Murray","ARI",3,13,2,10,1,0,0,13,0.74833357334137,1.49804018018767,37.0643138885498,789,789,"Good Play","Completion","10yd to 20yd"
"2268","K.Murray","ARI",3,0,2,10,1,0,0,1,0.801234483718872,-0.827472201781347,62.8164857625961,718,718,"Bad Play","Completion","LOS to 10yd"
"2269","K.Murray","ARI",3,36,3,9,1,0,0,36,0.776766836643219,3.59406149282586,64.855882525444,679,679,"Good Play","Completion","30yd to 40yd"
"2270","K.Murray","ARI",3,-4,1,10,1,0,0,3,0.858991503715515,-0.274843099876307,13.4738266468048,628,628,"Average Play","Completion","Behind LOS"
"2271","K.Murray","ARI",3,5,3,8,1,0,0,7,0.845438301563263,-0.0639269921230152,31.4204037189484,540,540,"Average Play","Completion","LOS to 10yd"
"2272","T.Lawrence","JAX",3,7,1,10,1,0,0,11,0.0573303364217281,0.730227794032544,27.4437248706818,409,409,"Good Play","Completion","LOS to 10yd"
"2273","T.Lawrence","JAX",3,2,2,16,1,0,0,6,0.0496963635087013,2.0299629883375,17.8957283496857,363,363,"Good Play","Completion","LOS to 10yd"
"2274","T.Lawrence","JAX",3,12,1,10,1,0,0,12,0.0754439905285835,0.813494678761344,37.3023390769958,301,301,"Good Play","Completion","10yd to 20yd"
"2275","T.Lawrence","JAX",3,3,1,10,1,0,0,-1,0.0884174406528473,-0.781436694029253,45.8933234214783,296,296,"Bad Play","Completion","LOS to 10yd"
"2276","K.Murray","ARI",3,19,2,9,1,0,0,19,0.97930371761322,1.54592887975741,46.5545415878296,245,245,"Good Play","Completion","10yd to 20yd"
"2277","K.Murray","ARI",3,-3,3,15,1,0,0,7,0.986354410648346,-0.324364691856317,11.0480904579163,191,191,"Average Play","Completion","Behind LOS"
"2278","T.Lawrence","JAX",3,-5,1,20,1,0,0,12,0.00953726191073656,0.0935034826397896,12.3120963573456,124,124,"Average Play","Completion","Behind LOS"
"2279","T.Lawrence","JAX",3,7,2,8,1,0,0,9,0.00671077566221356,0.661628023837693,28.5371363162994,116,116,"Good Play","Completion","LOS to 10yd"
"2280","T.Lawrence","JAX",3,4,1,10,1,0,0,13,0.00957450829446316,0.237421958940104,18.9671277999878,92,92,"Good Play","Completion","LOS to 10yd"
"2281","T.Lawrence","JAX",3,11,1,10,0,0,0,0,0.0105868792161345,-0.347206300299149,-64.4874334335327,68,68,"Average Play","Incompletion","10yd to 20yd"
"2282","T.Lawrence","JAX",3,-1,2,10,1,0,0,6,0.00835766363888979,0.28712796169566,13.0210161209106,63,63,"Good Play","Completion","Behind LOS"
"2283","T.Lawrence","JAX",3,22,3,4,0,0,0,0,0.0103493761271238,-1.08063600992318,-50.2765595912933,57,57,"Bad Play","Incompletion","20yd to 30yd"
"2284","T.Lawrence","JAX",3,13,4,4,1,0,0,25,0.00630002887919545,2.65674374235095,64.3204778432846,49,49,"Good Play","Completion","10yd to 20yd"
"2285","T.Lawrence","JAX",3,6,2,10,1,0,0,9,0.0072986651211977,-0.425933048740262,21.5772867202759,24,24,"Average Play","Completion","LOS to 10yd"
"2286","M.Ryan","ATL",3,-4,2,6,1,0,0,3,0.422481656074524,-0.350717697292566,12.8839075565338,3579,1779,"Average Play","Completion","Behind LOS"
"2287","M.Ryan","ATL",3,-5,2,9,1,0,0,8,0.430587470531464,0.875680955825374,13.0056262016296,3499,1699,"Good Play","Completion","Behind LOS"
"2288","D.Jones","NYG",3,0,1,10,1,0,0,14,0.608471512794495,1.0582192344591,24.9867558479309,3434,1634,"Good Play","Completion","LOS to 10yd"
"2289","D.Jones","NYG",3,7,2,12,1,0,0,8,0.610764801502228,0.258672781987116,27.2019267082214,3364,1564,"Good Play","Completion","LOS to 10yd"
"2290","D.Jones","NYG",3,34,3,4,1,0,0,38,0.608323752880096,3.40406457905192,66.865861415863,3321,1521,"Good Play","Completion","30yd to 40yd"
"2291","D.Jones","NYG",3,-4,1,8,0,0,0,0,0.727770626544952,-0.570608716574498,-85.2997958660126,3190,1390,"Average Play","Incompletion","Behind LOS"
"2292","M.Ryan","ATL",3,13,1,10,1,0,0,19,0.336391359567642,1.32809599395841,27.2116243839264,3110,1310,"Good Play","Completion","10yd to 20yd"
"2293","M.Ryan","ATL",3,9,3,3,0,0,0,0,0.338312864303589,-1.77818014193326,-59.3541860580444,2993,1193,"Bad Play","Incompletion","LOS to 10yd"
"2294","D.Jones","NYG",3,10,1,10,1,0,0,19,0.709065020084381,1.32041653059423,38.4522974491119,2980,1180,"Good Play","Completion","10yd to 20yd"
"2295","D.Jones","NYG",3,8,2,13,1,0,0,8,0.709390759468079,0.214153833687305,24.373471736908,2909,1109,"Average Play","Completion","LOS to 10yd"
"2296","D.Jones","NYG",3,5,3,5,0,0,0,0,0.713230311870575,-1.41975729353726,-66.036993265152,2872,1072,"Bad Play","Incompletion","LOS to 10yd"
"2297","M.Ryan","ATL",3,6,1,10,0,0,0,0,0.362749695777893,-0.501793937757611,-79.0501534938812,2855,1055,"Average Play","Incompletion","LOS to 10yd"
"2298","M.Ryan","ATL",3,-1,2,10,1,0,0,3,0.344893425703049,-0.492983383126557,40.586793422699,2851,1051,"Average Play","Completion","Behind LOS"
"2299","M.Ryan","ATL",3,2,3,7,1,0,0,4,0.327793449163437,-1.03864964423701,24.8130619525909,2805,1005,"Bad Play","Completion","LOS to 10yd"
"2300","D.Jones","NYG",3,13,1,10,0,0,0,0,0.707124650478363,-0.583040737081319,-64.7991001605988,2751,951,"Average Play","Incompletion","10yd to 20yd"
"2301","D.Jones","NYG",3,9,3,9,1,0,0,18,0.685586214065552,2.4495261660777,62.1830612421036,2664,864,"Good Play","Completion","LOS to 10yd"
"2302","D.Jones","NYG",3,13,1,10,1,0,0,12,0.760139763355255,0.664598647970706,35.8988165855408,2626,826,"Good Play","Completion","10yd to 20yd"
"2303","D.Jones","NYG",3,11,2,7,0,0,0,0,0.768810331821442,-0.806868789019063,-61.8778645992279,2557,757,"Bad Play","Incompletion","10yd to 20yd"
"2304","D.Jones","NYG",3,6,3,7,1,0,0,9,0.740789353847504,1.84063495392911,26.7985641956329,2552,752,"Good Play","Completion","LOS to 10yd"
"2305","D.Jones","NYG",3,-6,1,10,1,0,0,7,0.772774934768677,0.394493483880069,13.5996520519257,2533,733,"Good Play","Completion","Behind LOS"
"2306","D.Jones","NYG",3,-2,2,21,1,0,0,4,0.759744584560394,-0.192545982426964,10.7697427272797,2410,610,"Average Play","Completion","Behind LOS"
"2307","D.Jones","NYG",3,13,3,22,1,0,0,16,0.731009125709534,0.32857760199251,41.0513937473297,2341,541,"Good Play","Completion","10yd to 20yd"
"2308","M.Ryan","ATL",3,2,1,10,1,0,0,9,0.25986385345459,0.812634578440338,19.3620979785919,2287,487,"Good Play","Completion","LOS to 10yd"
"2309","M.Ryan","ATL",3,19,2,9,0,0,0,0,0.27271357178688,-0.659282491076738,-53.0084013938904,2187,387,"Bad Play","Incompletion","10yd to 20yd"
"2310","M.Ryan","ATL",3,1,3,9,1,0,0,20,0.249694064259529,2.4965701586334,21.67689204216,2181,381,"Good Play","Completion","LOS to 10yd"
"2311","M.Ryan","ATL",3,4,1,20,1,0,0,4,0.277710855007172,-0.336254834430292,18.3448612689972,2121,321,"Average Play","Completion","LOS to 10yd"
"2312","M.Ryan","ATL",3,6,2,16,1,0,0,6,0.275216341018677,0.117322412028443,24.0827023983002,2084,284,"Average Play","Completion","LOS to 10yd"
"2313","M.Ryan","ATL",3,18,3,10,0,0,0,0,0.274470388889313,-1.56859837978845,-47.982183098793,2040,240,"Bad Play","Incompletion","10yd to 20yd"
"2314","D.Jones","NYG",3,12,1,10,0,0,0,0,0.735406339168549,-0.397831933572888,-60.313218832016,2022,222,"Average Play","Incompletion","10yd to 20yd"
"2315","D.Jones","NYG",3,9,3,9,0,0,0,0,0.706596493721008,-0.47634738474153,-54.1903436183929,1947,147,"Average Play","Incompletion","LOS to 10yd"
"2316","M.Ryan","ATL",3,-1,2,7,1,0,0,12,0.29681521654129,1.1752075899276,14.0275478363037,1920,120,"Good Play","Completion","Behind LOS"
"2317","M.Ryan","ATL",3,14,1,10,1,0,0,14,0.336896419525146,1.78910277824616,32.8936815261841,1914,114,"Good Play","Completion","10yd to 20yd"
"2318","M.Ryan","ATL",3,-3,1,7,1,0,0,3,0.379164606332779,0.162648309953511,16.2886619567871,1908,108,"Average Play","Completion","Behind LOS"
"2319","M.Ryan","ATL",3,4,2,4,0,0,0,0,0.379903107881546,-1.60940031119389,-43.146276473999,1902,102,"Bad Play","Incompletion","LOS to 10yd"
"2320","M.Ryan","ATL",3,4,3,4,1,1,0,4,0.369438707828522,3.49350905086612,51.3511210680008,1898,98,"Good Play","Touchdown","LOS to 10yd"
"2321","D.Jones","NYG",3,-6,1,10,1,0,0,0,0.543290257453918,-0.539872563676909,12.1300756931305,1893,93,"Average Play","Completion","Behind LOS"
"2322","D.Jones","NYG",3,10,2,10,1,0,0,13,0.526502668857574,-2.28690180025296,30.9346318244934,1870,70,"Bad Play","Completion","10yd to 20yd"
"2323","M.Ryan","ATL",3,-4,1,10,0,0,0,0,0.603844225406647,-0.261494239093736,-87.2898817062378,1860,60,"Average Play","Incompletion","Behind LOS"
"2324","M.Ryan","ATL",3,1,2,10,1,0,0,1,0.588864982128143,-0.172797623672523,19.3430304527283,1856,56,"Average Play","Completion","LOS to 10yd"
"2325","D.Jones","NYG",3,13,3,7,1,0,0,13,0.496758759021759,2.32012110389769,44.4991528987885,1717,1717,"Good Play","Completion","10yd to 20yd"
"2326","D.Jones","NYG",3,9,1,10,1,0,0,11,0.547581851482391,0.606724433833733,30.3436398506165,1682,1682,"Good Play","Completion","LOS to 10yd"
"2327","D.Jones","NYG",3,8,1,10,0,0,0,0,0.567715108394623,-0.491573300212622,-55.5744409561157,1649,1649,"Average Play","Incompletion","LOS to 10yd"
"2328","D.Jones","NYG",3,15,2,10,0,0,0,0,0.548452854156494,-0.843311931239441,-41.3148313760757,1644,1644,"Bad Play","Incompletion","10yd to 20yd"
"2329","M.Ryan","ATL",3,5,2,16,0,0,0,0,0.484019905328751,-0.711727789137512,-81.5766215324402,1528,1528,"Bad Play","Incompletion","LOS to 10yd"
"2330","M.Ryan","ATL",3,5,3,16,1,0,0,12,0.456966161727905,-0.0674548088572919,18.7106132507324,1524,1524,"Average Play","Completion","LOS to 10yd"
"2331","D.Jones","NYG",3,7,1,15,1,0,0,10,0.547138869762421,0.655837111407891,26.8504559993744,1452,1452,"Good Play","Completion","LOS to 10yd"
