"","QB","posteam","week","air_yards","down","ydstogo","complete_pass","touchdown","interception","yards_gained","wp","epa","cpoe","game_seconds_remaining","half_seconds_remaining","Label","Label2","yd_10_segments"
"1","R.Tannehill","TEN",1,2,2,13,1,0,0,3,0.520599246025085,0.0324123562313616,18.1203782558441,3563,1763,"Average Play","Completion","LOS to 10yd"
"2","R.Tannehill","TEN",1,10,3,10,0,0,0,0,0.4983189702034,-1.53289766795933,-51.9576549530029,3522,1722,"Bad Play","Incompletion","10yd to 20yd"
"3","K.Murray","ARI",1,29,1,10,1,0,0,38,0.52243435382843,2.69289016060065,65.0551646947861,3507,1707,"Good Play","Completion","20yd to 30yd"
"4","K.Murray","ARI",1,-4,1,18,1,0,0,1,0.591982126235962,-0.511089987820014,11.1099421977997,3446,1646,"Average Play","Completion","Behind LOS"
"5","K.Murray","ARI",1,20,2,17,1,0,0,21,0.580619990825653,2.18201484833844,59.242308139801,3414,1614,"Good Play","Completion","20yd to 30yd"
"6","K.Murray","ARI",1,4,2,24,1,0,0,8,0.585753619670868,-0.214038721635006,16.4343595504761,3308,1508,"Average Play","Completion","LOS to 10yd"
"7","K.Murray","ARI",1,16,3,16,0,0,0,0,0.566265881061554,-0.211301869270509,-25.7444381713867,3269,1469,"Average Play","Incompletion","10yd to 20yd"
"8","K.Murray","ARI",1,5,1,5,0,0,0,0,0.658067941665649,-0.448300892603584,-41.7200893163681,3210,1410,"Average Play","Incompletion","LOS to 10yd"
"9","K.Murray","ARI",1,5,2,5,0,0,0,0,0.643122315406799,-0.881277125386987,-41.7415231466293,3206,1406,"Bad Play","Incompletion","LOS to 10yd"
"10","K.Murray","ARI",1,5,3,5,1,1,0,5,0.628078043460846,2.69188695400953,70.5802351236343,3198,1398,"Good Play","Touchdown","LOS to 10yd"
"11","R.Tannehill","TEN",1,-1,3,16,0,0,0,0,0.232682600617409,-1.11588760465384,-88.9914095401764,3119,1319,"Bad Play","Incompletion","Behind LOS"
"12","K.Murray","ARI",1,3,2,6,1,0,0,3,0.763111591339111,-0.376883017132059,24.0274131298065,3064,1264,"Average Play","Completion","LOS to 10yd"
"13","K.Murray","ARI",1,3,3,3,0,0,0,0,0.746092557907104,-1.6764212732669,-66.6743099689484,3029,1229,"Bad Play","Incompletion","LOS to 10yd"
"14","R.Tannehill","TEN",1,4,2,16,1,0,0,4,0.247996240854263,-0.472422538325191,21.368819475174,2974,1174,"Average Play","Completion","LOS to 10yd"
"15","R.Tannehill","TEN",1,3,3,12,1,0,0,8,0.232682600617409,-0.260466338600963,23.0782210826874,2929,1129,"Average Play","Completion","LOS to 10yd"
"16","K.Murray","ARI",1,10,2,12,1,0,0,10,0.72627067565918,0.790850034216419,36.4657163619995,2700,900,"Good Play","Completion","10yd to 20yd"
"17","K.Murray","ARI",1,-1,1,10,1,0,0,3,0.800508677959442,-0.18645564164035,13.7258410453796,2598,798,"Average Play","Completion","Behind LOS"
"18","K.Murray","ARI",1,4,2,5,1,1,0,17,0.824946403503418,2.45453682047082,25.2416551113129,2463,663,"Good Play","Touchdown","LOS to 10yd"
"19","R.Tannehill","TEN",1,0,1,10,0,0,0,0,0.11657427251339,-0.569987952709198,-75.1158654689789,2459,659,"Average Play","Incompletion","LOS to 10yd"
"20","R.Tannehill","TEN",1,9,2,10,1,0,0,12,0.108767613768578,1.18924859096296,31.0867846012115,2456,656,"Good Play","Completion","LOS to 10yd"
"21","R.Tannehill","TEN",1,6,2,8,1,0,0,11,0.116980656981468,1.15996890887618,25.2899765968323,2392,592,"Good Play","Completion","LOS to 10yd"
"22","R.Tannehill","TEN",1,24,1,10,1,0,0,39,0.137107834219933,2.33853971050121,56.4807802438736,2357,557,"Good Play","Completion","20yd to 30yd"
"23","R.Tannehill","TEN",1,11,1,10,0,0,0,0,0.166908532381058,-0.435082269599661,-46.5530902147293,2330,530,"Average Play","Incompletion","10yd to 20yd"
"24","R.Tannehill","TEN",1,11,2,10,0,0,0,0,0.157798111438751,-0.717187921167351,-45.8796918392181,2327,527,"Bad Play","Incompletion","10yd to 20yd"
"25","R.Tannehill","TEN",1,7,3,10,1,0,0,10,0.142523840069771,2.62788975203875,41.0413384437561,2323,523,"Good Play","Completion","LOS to 10yd"
"26","K.Murray","ARI",1,22,1,10,0,0,0,0,0.835138559341431,-0.484571045730263,-48.1099784374237,2210,410,"Average Play","Incompletion","20yd to 30yd"
"27","K.Murray","ARI",1,11,2,10,0,0,0,0,0.82477068901062,-0.6194323298987,-63.4093225002289,2204,404,"Bad Play","Incompletion","10yd to 20yd"
"28","K.Murray","ARI",1,17,3,10,1,0,0,18,0.810423374176025,2.20347136538476,49.5434641838074,2199,399,"Good Play","Completion","10yd to 20yd"
"29","K.Murray","ARI",1,4,2,10,1,0,0,4,0.856485486030579,-0.220213221968152,23.3711659908295,2024,224,"Average Play","Completion","LOS to 10yd"
"30","K.Murray","ARI",1,20,3,6,1,0,0,22,0.846889972686768,2.30532341462094,62.0135873556137,1984,184,"Good Play","Completion","20yd to 30yd"
"31","K.Murray","ARI",1,-2,2,10,1,0,0,3,0.884254813194275,1.22538535148487,13.8538956642151,1920,120,"Good Play","Completion","Behind LOS"
"32","R.Tannehill","TEN",1,5,1,10,1,0,0,9,0.108727358281612,0.122979582985863,19.8340594768524,1904,104,"Average Play","Completion","LOS to 10yd"
"33","R.Tannehill","TEN",1,5,1,10,1,0,0,9,0.128079116344452,0.376415502047166,20.2174782752991,1861,61,"Good Play","Completion","LOS to 10yd"
"34","R.Tannehill","TEN",1,4,2,1,1,0,0,4,0.134321913123131,0.212725479068467,21.7851877212524,1842,42,"Average Play","Completion","LOS to 10yd"
"35","R.Tannehill","TEN",1,4,1,10,1,0,0,4,0.128079116344452,0.112360264087329,22.6339936256409,1837,37,"Average Play","Completion","LOS to 10yd"
"36","R.Tannehill","TEN",1,13,2,1,0,0,0,0,0.140538766980171,-0.204264051979408,-63.8331592082977,1828,28,"Average Play","Incompletion","10yd to 20yd"
"37","R.Tannehill","TEN",1,28,3,1,0,0,0,0,0.129791364073753,-0.333845827589871,-37.1074318885803,1824,24,"Average Play","Incompletion","20yd to 30yd"
"38","K.Murray","ARI",1,-3,1,10,1,0,0,12,0.946306526660919,0.110827130003599,12.2657716274261,1814,14,"Average Play","Completion","Behind LOS"
"39","K.Murray","ARI",1,14,1,10,0,0,0,0,0.949087560176849,-0.0717249720473774,-60.7654273509979,1808,8,"Average Play","Incompletion","10yd to 20yd"
"40","K.Murray","ARI",1,0,2,10,1,0,0,36,0.945417284965515,-0.213267259707209,42.0933604240417,1802,2,"Average Play","Completion","LOS to 10yd"
"41","K.Murray","ARI",1,-6,2,6,1,0,0,3,0.916951835155487,-0.373123672325164,13.1425440311432,1758,1758,"Average Play","Completion","Behind LOS"
"42","K.Murray","ARI",1,21,3,3,0,0,1,0,0.917199730873108,-3.7997798405122,-42.1203762292862,1734,1734,"Bad Play","Interception","20yd to 30yd"
"43","R.Tannehill","TEN",1,14,1,10,1,0,0,19,0.131619274616241,1.12769419804681,41.1598324775696,1722,1722,"Good Play","Completion","10yd to 20yd"
"44","R.Tannehill","TEN",1,13,1,10,1,1,0,13,0.148921728134155,1.70362342160661,51.309871673584,1679,1679,"Good Play","Touchdown","10yd to 20yd"
"45","K.Murray","ARI",1,-4,1,10,1,0,0,29,0.864428639411926,1.94123587710783,12.0134592056274,1675,1675,"Good Play","Completion","Behind LOS"
"46","K.Murray","ARI",1,7,2,7,1,0,0,10,0.874005794525146,1.24452636879869,34.3649327754974,1612,1612,"Good Play","Completion","LOS to 10yd"
"47","K.Murray","ARI",1,-1,2,3,0,0,0,0,0.900409042835236,-0.812203704728745,-85.6344163417816,1550,1550,"Bad Play","Incompletion","Behind LOS"
"48","K.Murray","ARI",1,26,3,3,1,1,0,26,0.893353760242462,3.71860062866472,70.2179968357086,1545,1545,"Good Play","Touchdown","20yd to 30yd"
"49","R.Tannehill","TEN",1,7,1,15,1,0,0,9,0.0608939118683338,0.686473892070353,21.4952170848846,1540,1540,"Good Play","Completion","LOS to 10yd"
"50","R.Tannehill","TEN",1,23,3,5,0,0,1,0,0.0711270794272423,-2.94165466399863,-41.6732549667358,1469,1469,"Bad Play","Interception","20yd to 30yd"
"51","K.Murray","ARI",1,18,1,10,0,0,0,0,0.94766891002655,-0.550314575899392,-57.4798107147217,1461,1461,"Average Play","Incompletion","10yd to 20yd"
"52","K.Murray","ARI",1,10,2,10,0,0,0,0,0.953198671340942,-0.951406954554841,-41.1599904298782,1454,1454,"Bad Play","Incompletion","10yd to 20yd"
"53","K.Murray","ARI",1,11,3,4,1,1,0,11,0.980549991130829,2.88991795200855,63.679164648056,1091,1091,"Good Play","Touchdown","10yd to 20yd"
"54","R.Tannehill","TEN",1,10,1,10,0,0,0,0,0.00742690358310938,-0.556139966240153,-54.0067434310913,1086,1086,"Average Play","Incompletion","10yd to 20yd"
"55","R.Tannehill","TEN",1,10,3,6,1,0,0,10,0.00525867659598589,1.6789876348339,44.4630265235901,1041,1041,"Good Play","Completion","10yd to 20yd"
"56","R.Tannehill","TEN",1,7,2,3,0,0,0,0,0.00605685310438275,-0.813409525202587,-70.5231308937073,989,989,"Bad Play","Incompletion","LOS to 10yd"
"57","R.Tannehill","TEN",1,3,3,3,1,0,0,5,0.0050368350930512,1.03783974098042,32.3639214038849,986,986,"Good Play","Completion","LOS to 10yd"
"58","R.Tannehill","TEN",1,9,1,10,0,0,0,0,0.00574516970664263,-0.48240107554011,-74.739807844162,959,959,"Average Play","Incompletion","LOS to 10yd"
"59","R.Tannehill","TEN",1,4,2,10,0,0,0,0,0.0049227187409997,-0.824896124424413,-77.5478541851044,957,957,"Bad Play","Incompletion","LOS to 10yd"
"60","R.Tannehill","TEN",1,3,3,10,0,0,0,0,0.00387820857577026,-1.2664933395572,-78.1273066997528,953,953,"Bad Play","Incompletion","LOS to 10yd"
"61","R.Tannehill","TEN",1,4,1,10,1,0,0,10,0.00236802361905575,0.352776815649122,18.9472794532776,664,664,"Good Play","Completion","LOS to 10yd"
"62","R.Tannehill","TEN",1,-3,1,10,1,0,0,8,0.00239888438954949,0.188627633266151,12.1524453163147,640,640,"Average Play","Completion","Behind LOS"
"63","R.Tannehill","TEN",1,6,2,2,1,0,0,10,0.001275006798096,0.525861160829663,24.2147743701935,616,616,"Good Play","Completion","LOS to 10yd"
"64","R.Tannehill","TEN",1,3,1,10,1,0,0,8,0.00121221772860736,0.400765605503693,19.2179203033447,589,589,"Good Play","Completion","LOS to 10yd"
"65","R.Tannehill","TEN",1,3,3,12,1,0,0,7,0.000584157824050635,-0.0948756590951234,46.5798497200012,522,522,"Average Play","Completion","LOS to 10yd"
"66","R.Tannehill","TEN",1,9,4,5,0,0,0,0,0.000814519531559199,-2.13746513845399,-57.137542963028,498,498,"Bad Play","Incompletion","LOS to 10yd"
"67","K.Murray","ARI",1,-2,2,8,1,0,0,9,0.999679923057556,0.95641546882689,18.7400758266449,453,453,"Good Play","Completion","Behind LOS"
"68","D.Carr","LV",1,6,1,10,0,0,0,0,0.546261787414551,-0.734108325559646,-80.5634021759033,3600,1800,"Bad Play","Incompletion","LOS to 10yd"
"69","D.Carr","LV",1,5,2,10,1,0,0,9,0.52802985906601,0.948785207699984,19.5892632007599,3596,1796,"Good Play","Completion","LOS to 10yd"
"70","D.Carr","LV",1,7,3,9,1,0,0,13,0.583220362663269,2.23739388096146,26.3661026954651,3416,1616,"Good Play","Completion","LOS to 10yd"
"71","D.Carr","LV",1,24,1,17,0,0,0,0,0.639225959777832,-0.504910278483294,-38.7642920017242,3360,1560,"Average Play","Incompletion","20yd to 30yd"
"72","D.Carr","LV",1,6,2,17,0,0,0,0,0.624753177165985,-0.658749654889107,-79.6882629394531,3355,1555,"Bad Play","Incompletion","LOS to 10yd"
"73","L.Jackson","BAL",1,-5,1,10,1,0,0,2,0.495820105075836,-0.534052519127727,10.6391370296478,3249,1449,"Average Play","Completion","Behind LOS"
"74","L.Jackson","BAL",1,7,3,6,1,0,0,8,0.476971536874771,1.63193100690842,53.222069144249,3170,1370,"Good Play","Completion","LOS to 10yd"
"75","L.Jackson","BAL",1,8,1,15,0,0,0,0,0.519324541091919,-0.608508951030672,-57.7264130115509,3110,1310,"Bad Play","Incompletion","LOS to 10yd"
"76","D.Carr","LV",1,23,1,10,0,0,0,0,0.549093663692474,-0.606170598417521,-50.7722973823547,3014,1214,"Bad Play","Incompletion","20yd to 30yd"
"77","D.Carr","LV",1,35,2,10,0,0,0,0,0.530877828598022,-0.804608157370239,-36.5008175373077,3009,1209,"Bad Play","Incompletion","30yd to 40yd"
"78","D.Carr","LV",1,20,3,10,0,0,0,0,0.501176834106445,-1.51698868395761,-59.1633915901184,3003,1203,"Bad Play","Incompletion","20yd to 30yd"
"79","L.Jackson","BAL",1,-2,1,10,1,0,0,0,0.521875202655792,-0.57294321898371,10.9695136547089,2986,1186,"Average Play","Completion","Behind LOS"
"80","L.Jackson","BAL",1,2,2,10,1,0,0,21,0.506210505962372,1.99062012229115,16.9820368289948,2943,1143,"Good Play","Completion","LOS to 10yd"
"81","L.Jackson","BAL",1,5,2,7,0,0,0,0,0.55447643995285,-0.888659646967426,-79.8418402671814,2859,1059,"Bad Play","Incompletion","LOS to 10yd"
"82","L.Jackson","BAL",1,6,3,7,1,0,0,6,0.520928084850311,0.0835307312663645,28.3390462398529,2855,1055,"Average Play","Completion","LOS to 10yd"
"83","D.Carr","LV",1,13,2,10,0,0,0,0,0.308830261230469,-0.803624763153493,-68.477338552475,2731,931,"Bad Play","Incompletion","10yd to 20yd"
"84","D.Carr","LV",1,12,3,10,0,0,0,0,0.293574333190918,-1.48869206337258,-54.9919426441193,2725,925,"Bad Play","Incompletion","10yd to 20yd"
"85","L.Jackson","BAL",1,-3,1,10,1,0,0,6,0.707855343818665,0.212247409392148,10.0480258464813,2708,908,"Average Play","Completion","Behind LOS"
"86","L.Jackson","BAL",1,6,3,7,0,0,0,0,0.688588261604309,-1.37750915484503,-75.4641711711884,2660,860,"Bad Play","Incompletion","LOS to 10yd"
"87","D.Carr","LV",1,2,2,10,1,0,0,6,0.320458680391312,-0.0474319281056523,15.7281637191772,2605,805,"Average Play","Completion","LOS to 10yd"
"88","L.Jackson","BAL",1,19,1,10,1,0,0,29,0.743988871574402,1.7215107443044,39.7381484508514,2490,690,"Good Play","Completion","10yd to 20yd"
"89","L.Jackson","BAL",1,4,2,14,1,0,0,29,0.760690450668335,2.87584008311387,37.406712770462,2415,615,"Good Play","Completion","LOS to 10yd"
"90","L.Jackson","BAL",1,14,1,10,0,0,0,0,0.808478355407715,-0.489634898025542,-45.7980751991272,2380,580,"Average Play","Incompletion","10yd to 20yd"
"91","L.Jackson","BAL",1,10,3,6,1,1,0,10,0.794475972652435,2.98328720929567,62.6591056585312,2341,541,"Good Play","Touchdown","10yd to 20yd"
"92","D.Carr","LV",1,3,1,10,1,0,0,5,0.148673728108406,-0.125772137194872,17.4194097518921,2332,532,"Average Play","Completion","LOS to 10yd"
"93","D.Carr","LV",1,2,2,5,1,0,0,6,0.145281225442886,0.77598031447269,17.1531915664673,2295,495,"Good Play","Completion","LOS to 10yd"
"94","D.Carr","LV",1,8,1,10,1,0,0,12,0.159361213445663,0.565997141879052,21.7002689838409,2264,464,"Good Play","Completion","LOS to 10yd"
"95","D.Carr","LV",1,-3,1,10,1,0,0,9,0.17374923825264,0.666217425139621,10.0669860839844,2228,428,"Good Play","Completion","Behind LOS"
"96","D.Carr","LV",1,18,3,1,1,0,0,24,0.168927416205406,1.75455459777731,30.4980754852295,2146,346,"Good Play","Completion","10yd to 20yd"
"97","D.Carr","LV",1,3,1,10,0,0,0,0,0.21785244345665,-0.46518773061689,-80.7915151119232,2100,300,"Average Play","Incompletion","LOS to 10yd"
"98","D.Carr","LV",1,6,2,10,1,0,0,8,0.206651106476784,0.398259883979335,21.6906130313873,2095,295,"Good Play","Completion","LOS to 10yd"
"99","L.Jackson","BAL",1,4,2,9,1,0,0,13,0.733152508735657,1.44315245922189,19.9573874473572,2012,212,"Good Play","Completion","LOS to 10yd"
"100","L.Jackson","BAL",1,4,2,7,1,0,0,4,0.793871402740479,0.206886285101064,37.8030955791473,1920,120,"Average Play","Completion","LOS to 10yd"
"101","D.Carr","LV",1,19,1,10,0,0,0,0,0.309192001819611,-0.417598445666954,-61.9253396987915,1872,72,"Average Play","Incompletion","10yd to 20yd"
"102","D.Carr","LV",1,15,2,10,1,0,0,15,0.292760908603668,0.9375794827356,27.8504967689514,1867,67,"Good Play","Completion","10yd to 20yd"
"103","D.Carr","LV",1,7,1,10,0,0,0,0,0.331768751144409,-0.303906980261672,-76.0963082313538,1844,44,"Average Play","Incompletion","LOS to 10yd"
"104","D.Carr","LV",1,40,2,10,0,0,0,0,0.314684420824051,-0.401668113365304,-32.2669059038162,1839,39,"Average Play","Incompletion","40yd to 50yd"
"105","D.Carr","LV",1,4,3,10,1,0,0,13,0.275022685527802,1.14081238192739,22.1654772758484,1833,33,"Good Play","Completion","LOS to 10yd"
"106","D.Carr","LV",1,4,1,10,1,0,0,7,0.302203476428986,0.366943177534267,19.6475505828857,1827,27,"Good Play","Completion","LOS to 10yd"
"107","D.Carr","LV",1,28,2,3,0,0,0,0,0.325895428657532,-0.207364694622811,-36.223441362381,1822,22,"Average Play","Incompletion","20yd to 30yd"
"108","L.Jackson","BAL",1,9,1,10,1,0,0,10,0.615452587604523,0.566741771064699,22.0043838024139,1800,1800,"Good Play","Completion","LOS to 10yd"
"109","L.Jackson","BAL",1,35,1,10,0,0,0,0,0.630171179771423,-0.605609262827784,-36.9560211896896,1760,1760,"Bad Play","Incompletion","30yd to 40yd"
"110","L.Jackson","BAL",1,5,2,6,0,0,0,0,0.66125214099884,-0.93138499581255,-80.4858267307281,1707,1707,"Bad Play","Incompletion","LOS to 10yd"
"111","L.Jackson","BAL",1,11,3,6,0,0,0,0,0.638724625110626,-1.74969349685125,-68.4068322181702,1703,1703,"Bad Play","Incompletion","10yd to 20yd"
"112","D.Carr","LV",1,4,2,8,0,0,0,0,0.362998902797699,-0.779351517325267,-80.9904277324677,1657,1657,"Bad Play","Incompletion","LOS to 10yd"
"113","L.Jackson","BAL",1,1,1,10,0,0,0,0,0.735771417617798,-0.612385377753526,-83.4060966968536,1548,1548,"Bad Play","Incompletion","LOS to 10yd"
"114","L.Jackson","BAL",1,2,3,5,0,0,0,0,0.751573085784912,-1.47744883556531,-76.8302440643311,1413,1413,"Bad Play","Incompletion","LOS to 10yd"
"115","D.Carr","LV",1,-1,2,6,1,0,0,4,0.272725880146027,0.125139458104968,11.2801611423492,1375,1375,"Average Play","Completion","Behind LOS"
"116","D.Carr","LV",1,0,1,20,1,0,0,12,0.328053802251816,0.375992762623355,21.4561641216278,1293,1293,"Good Play","Completion","LOS to 10yd"
"117","D.Carr","LV",1,13,2,8,1,0,0,16,0.340306550264359,1.70715616515372,26.5708923339844,1262,1262,"Good Play","Completion","10yd to 20yd"
"118","D.Carr","LV",1,1,1,10,1,0,0,2,0.405421316623688,-0.490169274737127,16.4727687835693,1218,1218,"Average Play","Completion","LOS to 10yd"
"119","D.Carr","LV",1,1,2,8,1,0,0,3,0.377323508262634,-0.15525662410073,16.704797744751,1173,1173,"Average Play","Completion","LOS to 10yd"
"120","D.Carr","LV",1,3,3,5,1,0,0,4,0.354818522930145,-0.270148385781795,24.4261384010315,1142,1142,"Average Play","Completion","LOS to 10yd"
"121","L.Jackson","BAL",1,1,1,10,1,0,0,6,0.7805095911026,0.277202012017369,14.9990379810333,1058,1058,"Good Play","Completion","LOS to 10yd"
"122","L.Jackson","BAL",1,4,2,11,1,0,0,4,0.773141324520111,-0.186997096985579,16.3978576660156,985,985,"Average Play","Completion","LOS to 10yd"
"123","D.Carr","LV",1,18,1,10,0,0,0,0,0.272468745708466,-0.516667931806296,-63.1469249725342,889,889,"Average Play","Incompletion","10yd to 20yd"
"124","D.Carr","LV",1,6,3,28,1,0,0,21,0.163906618952751,0.515947826206684,11.473673582077,847,847,"Good Play","Completion","LOS to 10yd"
"125","L.Jackson","BAL",1,13,1,10,1,0,0,13,0.816306233406067,0.901571696158499,31.8020105361938,803,803,"Good Play","Completion","10yd to 20yd"
"126","D.Carr","LV",1,1,1,10,1,0,0,4,0.248972252011299,-0.195138778071851,15.6911134719849,714,714,"Average Play","Completion","LOS to 10yd"
"127","D.Carr","LV",1,3,2,6,1,0,0,5,0.256250768899918,0.37604701181408,20.805811882019,677,677,"Good Play","Completion","LOS to 10yd"
"128","D.Carr","LV",1,6,1,10,1,0,0,16,0.280596286058426,0.96439111919608,18.4825718402863,605,605,"Good Play","Completion","LOS to 10yd"
"129","L.Jackson","BAL",1,4,2,8,1,0,0,6,0.449236869812012,0.343057805439457,17.5986051559448,515,515,"Good Play","Completion","LOS to 10yd"
"130","L.Jackson","BAL",1,42,2,5,1,0,0,49,0.496962875127792,3.350804840622,70.5956041812897,391,391,"Good Play","Completion","40yd to 50yd"
"131","D.Carr","LV",1,8,1,10,1,0,0,9,0.179063349962234,0.698764919769019,25.5430042743683,364,364,"Good Play","Completion","LOS to 10yd"
"132","D.Carr","LV",1,7,1,10,1,0,0,7,0.210329741239548,0.218465076060966,23.6416041851044,305,305,"Average Play","Completion","LOS to 10yd"
"133","D.Carr","LV",1,8,2,3,1,0,0,9,0.222016751766205,0.716637706384063,27.2115349769592,299,299,"Good Play","Completion","LOS to 10yd"
"134","D.Carr","LV",1,6,1,10,0,0,0,0,0.249217256903648,-0.517497942899354,-62.6344382762909,255,255,"Average Play","Incompletion","LOS to 10yd"
"135","D.Carr","LV",1,2,2,10,0,0,0,0,0.219547361135483,-0.708744389237836,NA,252,252,"Bad Play","Incompletion","LOS to 10yd"
"136","D.Carr","LV",1,30,3,10,1,0,0,37,0.174250930547714,3.41728776250966,63.9094412326813,246,246,"Good Play","Completion","30yd to 40yd"
"137","D.Carr","LV",1,8,1,20,1,0,0,10,0.349471747875214,0.774996428168379,28.2593548297882,233,233,"Good Play","Completion","LOS to 10yd"
"138","D.Carr","LV",1,6,2,10,1,1,0,10,0.374970376491547,2.40267929044785,26.1181592941284,230,230,"Good Play","Touchdown","LOS to 10yd"
"139","L.Jackson","BAL",1,5,2,9,1,0,0,9,0.446456074714661,1.33056352438871,17.9125249385834,186,186,"Good Play","Completion","LOS to 10yd"
"140","D.Carr","LV",1,18,1,10,1,0,0,20,0.177763387560844,0.330638423154596,26.0834574699402,37,37,"Good Play","Completion","10yd to 20yd"
"141","D.Carr","LV",1,18,2,10,1,0,0,18,0.191805586218834,0.838673969963565,28.7230849266052,22,22,"Good Play","Completion","10yd to 20yd"
"142","D.Carr","LV",1,10,1,10,1,0,0,11,0.587997277732939,0.54666012362577,32.8111946582794,600,600,"Good Play","Completion","10yd to 20yd"
"143","D.Carr","LV",1,0,2,12,1,0,0,27,0.532636019866914,2.39379456744064,23.0778455734253,524,524,"Good Play","Completion","LOS to 10yd"
"144","D.Carr","LV",1,8,2,4,0,0,0,0,0.809340746491216,-0.602449161466211,NA,442,442,"Bad Play","Incompletion","LOS to 10yd"
"145","D.Carr","LV",1,23,3,4,1,0,0,32,0.770332383806817,3.31183044082718,57.9421162605286,436,436,"Good Play","Completion","20yd to 30yd"
"146","D.Carr","LV",1,5,2,5,0,0,0,0,0.920471230638213,-1.00503917189781,-35.8051061630249,383,383,"Bad Play","Incompletion","LOS to 10yd"
"147","D.Carr","LV",1,5,3,5,0,0,1,0,0.894481281633489,-5.25756983651081,-35.2977454662323,379,379,"Big Time Mistake","Interception","LOS to 10yd"
"148","L.Jackson","BAL",1,10,1,10,0,0,0,0,0.414912831503898,-0.290592469274998,NA,373,373,"Average Play","Incompletion","10yd to 20yd"
"149","L.Jackson","BAL",1,5,2,10,1,0,0,10,0.380679475609213,1.10515335551463,37.3593926429749,367,367,"Good Play","Completion","LOS to 10yd"
"150","L.Jackson","BAL",1,11,2,7,0,0,0,0,0.375580679276027,-0.766547995619476,-74.1439044475555,285,285,"Bad Play","Incompletion","10yd to 20yd"
"151","D.Carr","LV",1,26,2,14,1,1,0,31,0.678523346665315,4.19423290871782,61.2354159355164,224,224,"Big Time Play","Touchdown","20yd to 30yd"
"152","A.Dalton","CHI",1,4,1,10,1,0,0,4,0.462427049875259,-0.0834677196107805,19.5251524448395,3590,1790,"Average Play","Completion","LOS to 10yd"
"153","J.Fields","CHI",1,7,2,10,1,0,0,9,0.560470342636108,0.829033951973543,33.0993831157684,3487,1687,"Good Play","Completion","LOS to 10yd"
"154","A.Dalton","CHI",1,8,3,6,0,0,1,0,0.544614851474762,-5.83275440859143,-43.2894200086594,3420,1620,"Big Time Mistake","Interception","LOS to 10yd"
"155","M.Stafford","LA",1,5,2,4,1,0,0,7,0.608097195625305,0.584021126152948,41.9092953205109,3387,1587,"Good Play","Completion","LOS to 10yd"
"156","M.Stafford","LA",1,45,1,10,1,1,0,67,0.634617328643799,4.56024356675334,65.2759552001953,3348,1548,"Big Time Play","Touchdown","40yd to 50yd"
"157","A.Dalton","CHI",1,5,1,10,1,0,0,5,0.250263005495071,0.101829926017672,20.5981612205505,3291,1491,"Average Play","Completion","LOS to 10yd"
"158","A.Dalton","CHI",1,7,2,5,1,0,0,10,0.250503212213516,1.04505508067086,21.8072712421417,3264,1464,"Good Play","Completion","LOS to 10yd"
"159","A.Dalton","CHI",1,4,1,10,0,0,0,0,0.257092982530594,-0.583127895835787,-80.2387297153473,3229,1429,"Average Play","Incompletion","LOS to 10yd"
"160","A.Dalton","CHI",1,-2,3,8,1,0,0,4,0.230827569961548,-1.33753879717551,13.735556602478,3185,1385,"Bad Play","Completion","Behind LOS"
"161","A.Dalton","CHI",1,5,4,4,0,0,0,0,0.213121145963669,-2.74885597801767,-71.6314554214478,3141,1341,"Bad Play","Incompletion","LOS to 10yd"
"162","M.Stafford","LA",1,1,1,10,1,0,0,1,0.826625168323517,-0.489637838443741,15.0542140007019,3137,1337,"Average Play","Completion","LOS to 10yd"
"163","M.Stafford","LA",1,18,2,9,1,0,0,18,0.817452430725098,1.55165766249411,38.5230302810669,3112,1312,"Good Play","Completion","10yd to 20yd"
"164","M.Stafford","LA",1,4,2,9,1,0,0,4,0.840225517749786,-0.21177208982408,41.2037014961243,3030,1230,"Average Play","Completion","LOS to 10yd"
"165","M.Stafford","LA",1,30,3,5,0,0,0,0,0.825646221637726,-1.9377298413998,-35.9365910291672,2989,1189,"Bad Play","Incompletion","30yd to 40yd"
"166","A.Dalton","CHI",1,8,2,13,1,0,0,19,0.165987640619278,3.23744378215633,26.9395768642426,2938,1138,"Good Play","Completion","LOS to 10yd"
"167","A.Dalton","CHI",1,-2,2,12,1,0,0,-2,0.186770543456078,-1.29219624446705,10.8615815639496,2870,1070,"Bad Play","Completion","Behind LOS"
"168","A.Dalton","CHI",1,10,3,14,1,0,0,10,0.167702689766884,-0.360836745938286,40.3159201145172,2828,1028,"Average Play","Completion","10yd to 20yd"
"169","M.Stafford","LA",1,-4,1,10,1,0,0,17,0.856663465499878,0.809431102825329,10.1360142230988,2774,974,"Good Play","Completion","Behind LOS"
"170","M.Stafford","LA",1,12,4,1,1,0,0,13,0.834388673305511,2.41925999883097,35.7521712779999,2636,836,"Good Play","Completion","10yd to 20yd"
"171","M.Stafford","LA",1,3,1,10,1,0,0,17,0.879912197589874,1.54744574864162,16.9968962669373,2596,796,"Good Play","Completion","LOS to 10yd"
"172","M.Stafford","LA",1,4,2,4,0,0,0,0,0.891078889369965,-0.997578911483288,-49.1197049617767,2511,711,"Bad Play","Incompletion","LOS to 10yd"
"173","M.Stafford","LA",1,4,3,4,0,0,0,0,0.88481217622757,-1.62562478067873,-47.9762405157089,2506,706,"Bad Play","Incompletion","LOS to 10yd"
